x1, y1, z1, x2, y2, z2
-0.49999996403554764,-0.5,-0.5,-0.47979793800142934,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.45959594642050211,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.44949371748684497,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.46969696030512276,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.48989896443864234,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.47979793800142934,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.45959594642050211,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.44949371748684497,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.46969696030512276,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.49999996403554764,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.46969696030512276,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.45959594642050211,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.44949371748684497,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.49999996403554764,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.48989896443864234,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.47979793800142934,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.45959594642050211,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.44949371748684497,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.49999996403554764,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.48989896443864234,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.4393927860731151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.48989896443864234,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.44949371748684497,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.47979793800142934,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.46969696030512276,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.4393927860731151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.46969696030512276,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.45959594642050211,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.42929199102531151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.41919117379910814,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.44949371748684497,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.40909031498474308,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.45959594642050211,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.42929199102531151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.41919117379910814,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.44949371748684497,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.4393927860731151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.40909031498474308,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.39898937047469785,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.41919117379910814,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.44949371748684497,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.4393927860731151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.40909031498474308,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.39898937047469785,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.42929199102531151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.38888843419594393,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.4393927860731151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.39898937047469785,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.42929199102531151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.41919117379910814,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.38888843419594393,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.37878748294586267,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.40909031498474308,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.42929199102531151,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.41919117379910814,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.37878748294586267,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.40909031498474308,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.39898937047469785,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.36868648549521166,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.41919117379910814,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.38888843419594393,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.40909031498474308,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.39898937047469785,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.36868648549521166,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.35858552247493408,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.37878748294586267,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.34848453243364669,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.39898937047469785,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.38888843419594393,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.35858552247493408,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.37878748294586267,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.34848453243364669,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.36868648549521166,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.38888843419594393,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.33838358826561449,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.37878748294586267,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.36868648549521166,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.32828257713978282,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.35858552247493408,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.33838358826561449,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.36868648549521166,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.31818135030484124,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.32828257713978282,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.35858552247493408,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.34848453243364669,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.30808023256948586,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.34848453243364669,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.31818135030484124,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.35858552247493408,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.33838358826561449,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.29797927653402617,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.28787826857683352,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.32828257713978282,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.30808023256948586,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.33838358826561449,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.27777708007377716,-0.5,-0.5
-0.49999996403554764,-0.5,-0.5,-0.29797927653402617,-0.5,-0.5
