Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       8/16016       std::enable_if<std::is_integral<int>::value, unsigned long>::type Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::extent<int>(int const&) const [473]
                0.00    0.00       8/8           std::enable_if<std::is_integral<int>::value, unsigned long>::type Kokkos::View<Particle*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::extent<int>(int const&) const [1157]
                0.00    0.00       5/5           Kokkos::View<Particle*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::data() const [1197]
                0.00    0.00       5/10010       Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::data() const [506]
                0.00    0.00       2/2           Kokkos::View<Particle*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::span() const [1274]
                0.00    0.00       1/2002        Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::span() const [819]
                0.00    0.00       1/1           Kokkos::View<Particle*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::span_is_contiguous() const [1484]
                0.00    0.00       1/2002        Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::span_is_contiguous() const [818]
                0.00    0.00       1/1           Kokkos::View<Particle*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::stride_0() const [1485]
                0.00    0.00       1/2002        Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::stride_0() const [820]
                0.00    0.00       1/2002        Kokkos::Impl::DeepCopy<Kokkos::CudaSpace, Kokkos::HostSpace, Kokkos::Cuda, void>::DeepCopy(void*, void const*, unsigned long) [786]
-----------------------------------------------
                0.00    0.00       1/1           SPH::initializeParticles() [224]
[234]    0.0    0.00    0.00       1         std::enable_if<Kokkos::is_execution_policy<Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> > >::value&&((Kokkos::is_view<Kokkos::Min<double, Kokkos::HostSpace> >::value||Kokkos::is_reducer<Kokkos::Min<double, Kokkos::HostSpace> >::value)||std::is_pointer<Kokkos::Min<double, Kokkos::HostSpace> >::value), void>::type Kokkos::parallel_reduce<Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> >, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >, Kokkos::Min<double, Kokkos::HostSpace> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> > const&, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> > const&, Kokkos::Min<double, Kokkos::HostSpace> const&) [234]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/6006        Kokkos::Min<double, Kokkos::HostSpace>::Min(Kokkos::Min<double, Kokkos::HostSpace> const&) [561]
                0.00    0.00       1/1           std::enable_if<!(Kokkos::Impl::ParallelReduceAdaptor<Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> >, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >, Kokkos::Min<double, Kokkos::HostSpace> >::is_array_reduction&&std::is_pointer<Kokkos::Min<double, Kokkos::HostSpace> >::value), void>::type Kokkos::Impl::ParallelReduceAdaptor<Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> >, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >, Kokkos::Min<double, Kokkos::HostSpace> >::execute<Kokkos::Min<double, Kokkos::HostSpace> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> > const&, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> > const&, Kokkos::Min<double, Kokkos::HostSpace>&) [1388]
                0.00    0.00       1/1           Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> >::space() const [1455]
                0.00    0.00       1/2002        void Kokkos::Impl::ParallelReduceFence<Kokkos::OpenMP, Kokkos::Min<double, Kokkos::HostSpace> >::fence<Kokkos::Min<double, Kokkos::HostSpace> const&>(Kokkos::OpenMP const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::Min<double, Kokkos::HostSpace> const&) [773]
                0.00    0.00       1/8008        Kokkos::Min<double, Kokkos::HostSpace>::~Min() [524]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [256]
[235]    0.0    0.00    0.00       1         Kokkos::Impl::SharedAllocationRecord<void, void>* Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >, void>::allocate_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP>(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP> const&, Kokkos::LayoutRight const&) [235]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::construct_shared_allocation() [251]
                0.00    0.00       2/52068       Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::span() const [332]
                0.00    0.00       1/42059       Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::ViewOffset<0u>(std::integral_constant<unsigned int, 0u> const&, Kokkos::LayoutRight const&) [347]
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<Kokkos::HostSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false> >::allocate(Kokkos::HostSpace const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) [1402]
                0.00    0.00       1/6032        Kokkos::Impl::SharedAllocationRecord<void, void>::data() const [535]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::ViewValueFunctor(Kokkos::OpenMP const&, Particle*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1382]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::operator=(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false> const&) [1384]
                0.00    0.00       1/4           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::~ViewValueFunctor() [1201]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<neighbors*, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [257]
[236]    0.0    0.00    0.00       1         Kokkos::Impl::SharedAllocationRecord<void, void>* Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<neighbors*, Kokkos::CudaSpace>, void>::allocate_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda> const&, Kokkos::LayoutLeft const&) [236]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::construct_shared_allocation() [248]
                0.00    0.00       2/22016       Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutLeft, void>::span() const [390]
                0.00    0.00       1/4011        Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutLeft, void>::ViewOffset<0u>(std::integral_constant<unsigned int, 0u> const&, Kokkos::LayoutLeft const&) [604]
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<Kokkos::CudaSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false> >::allocate(Kokkos::CudaSpace const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) [1396]
                0.00    0.00       1/6032        Kokkos::Impl::SharedAllocationRecord<void, void>::data() const [535]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::ViewValueFunctor(Kokkos::Cuda const&, neighbors*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1375]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::operator=(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false> const&) [1377]
                0.00    0.00       1/6           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::~ViewValueFunctor() [1164]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<vec3<double>*, Kokkos::HostSpace>::View<char [25]>(char const (&) [25], std::enable_if<Kokkos::Impl::is_view_label<char [25]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [231]
[237]    0.0    0.00    0.00       1         Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [25]>(char const (&) [25]) [237]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [1069]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<unsigned int, Kokkos::CudaSpace>::View<char [36]>(char const (&) [36], std::enable_if<Kokkos::Impl::is_view_label<char [36]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [183]
[238]    0.0    0.00    0.00       1         Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [36]>(char const (&) [36]) [238]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [1069]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<unsigned int, Kokkos::CudaSpace>::View<char [40]>(char const (&) [40], std::enable_if<Kokkos::Impl::is_view_label<char [40]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [182]
[239]    0.0    0.00    0.00       1         Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [40]>(char const (&) [40]) [239]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [1069]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<unsigned int*, Kokkos::CudaSpace>::View<char [42]>(char const (&) [42], std::enable_if<Kokkos::Impl::is_view_label<char [42]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [179]
[240]    0.0    0.00    0.00       1         Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [42]>(char const (&) [42]) [240]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [1069]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<double, Kokkos::HostSpace>::View<char [11]>(char const (&) [11], std::enable_if<Kokkos::Impl::is_view_label<char [11]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [261]
[241]    0.0    0.00    0.00       1         Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [11]>(char const (&) [11]) [241]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [1069]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<double*, Kokkos::HostSpace>::View<char [24]>(char const (&) [24], std::enable_if<Kokkos::Impl::is_view_label<char [24]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [259]
[242]    0.0    0.00    0.00       1         Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [24]>(char const (&) [24]) [242]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [1069]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::View<char [41]>(char const (&) [41], std::enable_if<Kokkos::Impl::is_view_label<char [41]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [232]
[243]    0.0    0.00    0.00       1         Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [41]>(char const (&) [41]) [243]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [1069]
-----------------------------------------------
                0.00    0.00       1/1           void Kokkos::Impl::(anonymous namespace)::deallocate<Kokkos::CudaSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false> >(Kokkos::Impl::SharedAllocationRecord<void, void>*) [252]
[244]    0.0    0.00    0.00       1         Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>::destroy_shared_allocation() [244]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>::parallel_for_implementation(bool) [245]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>::destroy_shared_allocation() [244]
[245]    0.0    0.00    0.00       1         Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>::parallel_for_implementation(bool) [245]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/3           Kokkos::Cuda::in_parallel() [1209]
                0.00    0.00       1/3           Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >::RangePolicy(long, long) [1208]
                0.00    0.00       1/1           Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::ParallelFor(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false> const&, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> > const&) [1328]
                0.00    0.00       1/1           Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::execute() const [1457]
                0.00    0.00       1/1           Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::~ParallelFor() [1329]
                0.00    0.00       1/8           Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >::~RangePolicy() [1137]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::construct_shared_allocation() [248]
[246]    0.0    0.00    0.00       1         std::enable_if<!(std::is_trivial<neighbors>::value&&std::integral_constant<bool, false>::value), void>::type Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::construct_dispatch<neighbors>() [246]
                0.00    0.00       1/2           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::parallel_for_implementation(bool) [227]
-----------------------------------------------
                0.00    0.00       1/1           void Kokkos::Impl::(anonymous namespace)::deallocate<Kokkos::CudaSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false> >(Kokkos::Impl::SharedAllocationRecord<void, void>*) [253]
[247]    0.0    0.00    0.00       1         Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::destroy_shared_allocation() [247]
                0.00    0.00       1/2           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::parallel_for_implementation(bool) [227]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<void, void>* Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<neighbors*, Kokkos::CudaSpace>, void>::allocate_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda> const&, Kokkos::LayoutLeft const&) [236]
[248]    0.0    0.00    0.00       1         Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::construct_shared_allocation() [248]
                0.00    0.00       1/1           std::enable_if<!(std::is_trivial<neighbors>::value&&std::integral_constant<bool, false>::value), void>::type Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::construct_dispatch<neighbors>() [246]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::construct_shared_allocation() [251]
[249]    0.0    0.00    0.00       1         std::enable_if<!(std::is_trivial<Particle>::value&&std::integral_constant<bool, false>::value), void>::type Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::construct_dispatch<Particle>() [249]
                0.00    0.00       1/2           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::parallel_for_implementation(bool) [228]
-----------------------------------------------
                0.00    0.00       1/1           void Kokkos::Impl::(anonymous namespace)::deallocate<Kokkos::HostSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false> >(Kokkos::Impl::SharedAllocationRecord<void, void>*) [254]
[250]    0.0    0.00    0.00       1         Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::destroy_shared_allocation() [250]
                0.00    0.00       1/2           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::parallel_for_implementation(bool) [228]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<void, void>* Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >, void>::allocate_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP>(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP> const&, Kokkos::LayoutRight const&) [235]
[251]    0.0    0.00    0.00       1         Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::construct_shared_allocation() [251]
                0.00    0.00       1/1           std::enable_if<!(std::is_trivial<Particle>::value&&std::integral_constant<bool, false>::value), void>::type Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::construct_dispatch<Particle>() [249]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<void, void>::decrement(Kokkos::Impl::SharedAllocationRecord<void, void>*) [156]
[252]    0.0    0.00    0.00       1         void Kokkos::Impl::(anonymous namespace)::deallocate<Kokkos::CudaSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false> >(Kokkos::Impl::SharedAllocationRecord<void, void>*) [252]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>::destroy_shared_allocation() [244]
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<Kokkos::CudaSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false> >::~SharedAllocationRecord() [1394]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<void, void>::decrement(Kokkos::Impl::SharedAllocationRecord<void, void>*) [156]
[253]    0.0    0.00    0.00       1         void Kokkos::Impl::(anonymous namespace)::deallocate<Kokkos::CudaSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false> >(Kokkos::Impl::SharedAllocationRecord<void, void>*) [253]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::destroy_shared_allocation() [247]
