Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[1224]   0.0    0.00    0.00       3         Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >::end() const [1224]
-----------------------------------------------
                0.00    0.00       1/3           Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::execute() const [1457]
                0.00    0.00       2/3           Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::execute() const [1270]
[1225]   0.0    0.00    0.00       3         Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >::begin() const [1225]
-----------------------------------------------
                0.00    0.00       3/3           NeighborsBase::~NeighborsBase() [2]
[1226]   0.0    0.00    0.00       3         Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::Schedule<Kokkos::Static>, unsigned long>::begin() const [1226]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[1227]   0.0    0.00    0.00       3         std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [1227]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[1228]   0.0    0.00    0.00       3         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1228]
                0.00    0.00       3/3           std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1229]
-----------------------------------------------
                0.00    0.00       3/3           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1228]
[1229]   0.0    0.00    0.00       3         std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1229]
                0.00    0.00       3/9           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [1130]
                0.00    0.00       3/3           std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [1231]
-----------------------------------------------
                0.00    0.00       3/3           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1233]
[1230]   0.0    0.00    0.00       3         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [1230]
-----------------------------------------------
                0.00    0.00       3/3           std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1229]
[1231]   0.0    0.00    0.00       3         std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [1231]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[1232]   0.0    0.00    0.00       3         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [1232]
                0.00    0.00       6/6           std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [1186]
                0.00    0.00       3/3           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1233]
-----------------------------------------------
                0.00    0.00       3/3           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [1232]
[1233]   0.0    0.00    0.00       3         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1233]
                0.00    0.00       6/9           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [1130]
                0.00    0.00       3/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [1230]
-----------------------------------------------
                0.00    0.00       1/3           Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Particle, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::execute() const [1457]
                0.00    0.00       2/3           Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::execute() const [1270]
[1234]   0.0    0.00    0.00       3         long const& std::min<long>(long const&, long const&) [1234]
-----------------------------------------------
                0.00    0.00       2/2           __device_stub__ZN6Kokkos4Impl33cuda_parallel_launch_local_memoryINS0_11ParallelForINS0_16ViewValueFunctorINS_6DeviceINS_4CudaENS_9CudaSpaceEEE9neighborsLb0EEENS_11RangePolicyIJS5_NS_9IndexTypeIlEEEEES5_EEEEvT_(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const&) [1237]
[1235]   0.0    0.00    0.00       2         Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const* __cudaAddressOf<Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const>(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const&) [1235]
-----------------------------------------------
                0.00    0.00       2/2           Kokkos::Impl::CudaParallelLaunchImpl<Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Cuda>, Kokkos::LaunchBounds<0u, 0u>, (Kokkos::Impl::Experimental::CudaLaunchMechanism)4>::launch_kernel(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Cuda> const&, dim3 const&, dim3 const&, int, Kokkos::Impl::CudaInternal const*, bool) [727]
[1236]   0.0    0.00    0.00       2         cudaError cudaMemcpyToSymbol<int*>(int* const&, void const*, unsigned long, unsigned long, cudaMemcpyKind) [1236]
-----------------------------------------------
                0.00    0.00       2/2           void Kokkos::Impl::__wrapper__device_stub_cuda_parallel_launch_local_memory<Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> >(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const&) [1267]
[1237]   0.0    0.00    0.00       2         __device_stub__ZN6Kokkos4Impl33cuda_parallel_launch_local_memoryINS0_11ParallelForINS0_16ViewValueFunctorINS_6DeviceINS_4CudaENS_9CudaSpaceEEE9neighborsLb0EEENS_11RangePolicyIJS5_NS_9IndexTypeIlEEEEES5_EEEEvT_(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const&) [1237]
                0.00    0.00       2/2           Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const* __cudaAddressOf<Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const>(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const&) [1235]
                0.00    0.00       2/6012        cudaError cudaLaunchKernel<char>(char const*, dim3, dim3, void**, unsigned long, CUstream_st*) [553]
-----------------------------------------------
                0.00    0.00       2/2           __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >::~__nv_hdl_wrapper_t() [1239]
[1238]   0.0    0.00    0.00       2         __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >::manager<SPH::initializeParticles()::{lambda(unsigned int const&, unsigned int const&, unsigned int const&, double&)#1}>::do_delete(void*) [1238]
-----------------------------------------------
                0.00    0.00       1/2           SPH::initializeParticles() [224]
                0.00    0.00       1/2           Kokkos::Impl::ParallelReduce<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >, Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> >, Kokkos::Min<double, Kokkos::HostSpace>, Kokkos::OpenMP>::~ParallelReduce() [1370]
[1239]   0.0    0.00    0.00       2         __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >::~__nv_hdl_wrapper_t() [1239]
                0.00    0.00       2/2           __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >::manager<SPH::initializeParticles()::{lambda(unsigned int const&, unsigned int const&, unsigned int const&, double&)#1}>::do_delete(void*) [1238]
-----------------------------------------------
                0.00    0.00       1/2           ParticleGroup::ParticleGroup() [1305]
                0.00    0.00       1/2           Parameters::Parameters(ProblemType) [264]
[1240]   0.0    0.00    0.00       2         Domain::Domain() [1240]
-----------------------------------------------
                0.00    0.00       1/2           Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::Schedule<Kokkos::Static>, unsigned long>::RangePolicy(unsigned long, unsigned long) [1318]
                0.00    0.00       1/2           Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::Schedule<Kokkos::Static>, unsigned long>::RangePolicy(Kokkos::OpenMP const&, unsigned long, unsigned long) [1317]
[1241]   0.0    0.00    0.00       2         Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::Schedule<Kokkos::Static>, unsigned long>::set_auto_chunk_size() [1241]
                0.00    0.00       1/26036       Kokkos::Impl::is_integral_power_of_two(unsigned long) [377]
-----------------------------------------------
                0.00    0.00       2/2           Kokkos::Impl::CudaParallelLaunchKernelInvoker<Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>, Kokkos::LaunchBounds<0u, 0u>, (Kokkos::Impl::Experimental::CudaLaunchMechanism)4>::invoke_kernel(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const&, dim3 const&, dim3 const&, int, Kokkos::Impl::CudaInternal const*) [1263]
[1242]   0.0    0.00    0.00       2         Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::ParallelFor(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda> const&) [1242]
                0.00    0.00       2/4           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::ViewValueFunctor(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false> const&) [1200]
                0.00    0.00       2/5           Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >::RangePolicy(Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> > const&) [1187]
-----------------------------------------------
                0.00    0.00       2/2           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::parallel_for_implementation(bool) [227]
[1243]   0.0    0.00    0.00       2         Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >, Kokkos::Cuda>::ParallelFor(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false> const&, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> > const&) [1243]
                0.00    0.00       2/4           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false>::ViewValueFunctor(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false> const&) [1200]
                0.00    0.00       2/5           Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> >::RangePolicy(Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long> > const&) [1187]
-----------------------------------------------
                0.00    0.00       2/2           NeighborsBase::~NeighborsBase() [2]
[1244]   0.0    0.00    0.00       2         std::enable_if<std::is_same<void, void>::value, void>::type Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>, Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<long> >, Kokkos::OpenMP>::exec_range<void>(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false> const&, long, long) [1244]
                0.00    0.00     400/400         Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::operator()(unsigned long) const [1057]
-----------------------------------------------
                0.00    0.00       2/2           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::parallel_for_implementation(bool) [228]
[1245]   0.0    0.00    0.00       2         Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>, Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<long> >, Kokkos::OpenMP>::ParallelFor(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false> const&, Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<long> >) [1245]
                0.00    0.00       2/2           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::ViewValueFunctor(Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false> const&) [1256]
-----------------------------------------------
                0.00    0.00       2/2           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::parallel_for_implementation(bool) [228]
[1246]   0.0    0.00    0.00       2         Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>, Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<long> >, Kokkos::OpenMP>::~ParallelFor() [1246]
                0.00    0.00       2/4           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::~ViewValueFunctor() [1201]
-----------------------------------------------
                0.00    0.00       1/2           void Kokkos::parallel_for<Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int> >(Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> > const&, Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::enable_if<Kokkos::is_execution_policy<Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> > >::value, void>::type*) [1320]
                0.00    0.00       1/2           Kokkos::Impl::CudaParallelLaunchKernelInvoker<Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Cuda>, Kokkos::LaunchBounds<0u, 0u>, (Kokkos::Impl::Experimental::CudaLaunchMechanism)4>::invoke_kernel(Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Cuda> const&, dim3 const&, dim3 const&, int, Kokkos::Impl::CudaInternal const*) [1417]
[1247]   0.0    0.00    0.00       2         Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Cuda>::~ParallelFor() [1247]
                0.00    0.00       2/16036       Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >::~RangePolicy() [471]
                0.00    0.00       2/3           Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>::~ViewFill() [1221]
-----------------------------------------------
                0.00    0.00       1/2           Kokkos::View<neighbors*, Kokkos::CudaSpace>::View() [1427]
                0.00    0.00       1/2           Kokkos::View<neighbors*, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [257]
[1248]   0.0    0.00    0.00       2         Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<neighbors*, Kokkos::CudaSpace>, void>::ViewMapping() [1248]
-----------------------------------------------
                0.00    0.00       1/2           Kokkos::View<unsigned int*, Kokkos::CudaSpace>::View() [1434]
                0.00    0.00       1/2           Kokkos::View<unsigned int*, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [201]
[1249]   0.0    0.00    0.00       2         Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<unsigned int*, Kokkos::CudaSpace>, void>::ViewMapping() [1249]
-----------------------------------------------
                0.00    0.00       1/2           Kokkos::View<double, Kokkos::CudaSpace>::View() [1436]
                0.00    0.00       1/2           Kokkos::View<double, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [202]
[1250]   0.0    0.00    0.00       2         Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<double, Kokkos::CudaSpace>, void>::ViewMapping() [1250]
-----------------------------------------------
                0.00    0.00       1/2           Kokkos::View<double, Kokkos::HostSpace>::View() [1439]
                0.00    0.00       1/2           Kokkos::View<double, Kokkos::HostSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [1440]
[1251]   0.0    0.00    0.00       2         Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<double, Kokkos::HostSpace>, void>::ViewMapping() [1251]
-----------------------------------------------
                0.00    0.00       1/2           Kokkos::View<neighbors*, Kokkos::CudaSpace>::View() [1427]
                0.00    0.00       1/2           Kokkos::View<neighbors*, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [257]
[1252]   0.0    0.00    0.00       2         Kokkos::Impl::ViewTracker<Kokkos::View<neighbors*, Kokkos::CudaSpace> >::ViewTracker() [1252]
-----------------------------------------------
                0.00    0.00       1/2           Kokkos::View<unsigned int*, Kokkos::CudaSpace>::View() [1434]
