-0.5000226497650146484375,-0.5,-0.5
-0.499011695384979248046875,-0.5,-0.5
-0.498003780841827392578125,-0.5,-0.5
-0.496998012065887451171875,-0.5,-0.5
-0.4959952533245086669921875,-0.5,-0.5
-0.49499452114105224609375,-0.5,-0.5
-0.4939939975738525390625,-0.5,-0.5
-0.4929930269718170166015625,-0.5,-0.5
-0.49199199676513671875,-0.5,-0.5
-0.49099099636077880859375,-0.5,-0.5
-0.4899899959564208984375,-0.5,-0.5
-0.48898899555206298828125,-0.5,-0.5
-0.487987995147705078125,-0.5,-0.5
-0.48698699474334716796875,-0.5,-0.5
-0.4859859943389892578125,-0.5,-0.5
-0.48498499393463134765625,-0.5,-0.5
-0.4839839935302734375,-0.5,-0.5
-0.48298299312591552734375,-0.5,-0.5
-0.4819819927215576171875,-0.5,-0.5
-0.48098099231719970703125,-0.5,-0.5
-0.479979991912841796875,-0.5,-0.5
-0.47897899150848388671875,-0.5,-0.5
-0.4779779911041259765625,-0.5,-0.5
-0.47697699069976806640625,-0.5,-0.5
-0.47597599029541015625,-0.5,-0.5
-0.47497498989105224609375,-0.5,-0.5
-0.4739739894866943359375,-0.5,-0.5
-0.4729729592800140380859375,-0.5,-0.5
-0.471971929073333740234375,-0.5,-0.5
-0.470971047878265380859375,-0.5,-0.5
-0.469970703125,-0.5,-0.5
-0.4689693450927734375,-0.5,-0.5
-0.467967569828033447265625,-0.5,-0.5
-0.466966211795806884765625,-0.5,-0.5
-0.46596586704254150390625,-0.5,-0.5
-0.46496498584747314453125,-0.5,-0.5
-0.4639639556407928466796875,-0.5,-0.5
-0.4629629552364349365234375,-0.5,-0.5
-0.4619619548320770263671875,-0.5,-0.5
-0.4609609544277191162109375,-0.5,-0.5
-0.4599599540233612060546875,-0.5,-0.5
-0.4589589536190032958984375,-0.5,-0.5
-0.4579579532146453857421875,-0.5,-0.5
-0.4569569528102874755859375,-0.5,-0.5
-0.4559559524059295654296875,-0.5,-0.5
-0.4549549520015716552734375,-0.5,-0.5
-0.4539539515972137451171875,-0.5,-0.5
-0.4529529511928558349609375,-0.5,-0.5
-0.4519519507884979248046875,-0.5,-0.5
-0.4509509503841400146484375,-0.5,-0.5
-0.4499499499797821044921875,-0.5,-0.5
-0.4489489495754241943359375,-0.5,-0.5
-0.4479479491710662841796875,-0.5,-0.5
-0.4469469487667083740234375,-0.5,-0.5
-0.4459459483623504638671875,-0.5,-0.5
-0.4449449479579925537109375,-0.5,-0.5
-0.4439439475536346435546875,-0.5,-0.5
-0.4429429471492767333984375,-0.5,-0.5
