-0.5,-0.5,-0.5
-0.49989998340606689453125,-0.5,-0.5
-0.4997999668121337890625,-0.5,-0.5
-0.4996999800205230712890625,-0.5,-0.5
-0.4995999634265899658203125,-0.5,-0.5
-0.4994999468326568603515625,-0.5,-0.5
-0.4993999302387237548828125,-0.5,-0.5
-0.499299943447113037109375,-0.5,-0.5
-0.499199926853179931640625,-0.5,-0.5
-0.499099910259246826171875,-0.5,-0.5
-0.498999893665313720703125,-0.5,-0.5
-0.498899877071380615234375,-0.5,-0.5
-0.4987998902797698974609375,-0.5,-0.5
-0.4986998736858367919921875,-0.5,-0.5
-0.4985998570919036865234375,-0.5,-0.5
-0.4984998404979705810546875,-0.5,-0.5
-0.49839985370635986328125,-0.5,-0.5
-0.4982998371124267578125,-0.5,-0.5
-0.49819982051849365234375,-0.5,-0.5
-0.498099803924560546875,-0.5,-0.5
-0.49799978733062744140625,-0.5,-0.5
-0.4978998005390167236328125,-0.5,-0.5
-0.4977997839450836181640625,-0.5,-0.5
-0.4976997673511505126953125,-0.5,-0.5
-0.4975997507572174072265625,-0.5,-0.5
-0.497499763965606689453125,-0.5,-0.5
-0.497399747371673583984375,-0.5,-0.5
-0.497299730777740478515625,-0.5,-0.5
-0.497199714183807373046875,-0.5,-0.5
-0.497099697589874267578125,-0.5,-0.5
-0.4969997107982635498046875,-0.5,-0.5
-0.4968996942043304443359375,-0.5,-0.5
-0.4967996776103973388671875,-0.5,-0.5
-0.4966996610164642333984375,-0.5,-0.5
-0.496599674224853515625,-0.5,-0.5
-0.49649965763092041015625,-0.5,-0.5
-0.4963996410369873046875,-0.5,-0.5
-0.49629962444305419921875,-0.5,-0.5
-0.49619960784912109375,-0.5,-0.5
-0.4960996210575103759765625,-0.5,-0.5
-0.4959996044635772705078125,-0.5,-0.5
-0.4958995878696441650390625,-0.5,-0.5
-0.4957995712757110595703125,-0.5,-0.5
-0.495699584484100341796875,-0.5,-0.5
-0.495599567890167236328125,-0.5,-0.5
-0.495499551296234130859375,-0.5,-0.5
-0.495399534702301025390625,-0.5,-0.5
-0.495299518108367919921875,-0.5,-0.5
-0.4951995313167572021484375,-0.5,-0.5
-0.4950995147228240966796875,-0.5,-0.5
-0.4949994981288909912109375,-0.5,-0.5
-0.4948994815349578857421875,-0.5,-0.5
-0.49479949474334716796875,-0.5,-0.5
-0.4946994781494140625,-0.5,-0.5
-0.49459946155548095703125,-0.5,-0.5
-0.4944994449615478515625,-0.5,-0.5
-0.49439942836761474609375,-0.5,-0.5
-0.4942994415760040283203125,-0.5,-0.5
-0.4941994249820709228515625,-0.5,-0.5
-0.4940994083881378173828125,-0.5,-0.5
-0.4939993917942047119140625,-0.5,-0.5
-0.493899405002593994140625,-0.5,-0.5
-0.493799388408660888671875,-0.5,-0.5
-0.493699371814727783203125,-0.5,-0.5
-0.493599355220794677734375,-0.5,-0.5
-0.493499338626861572265625,-0.5,-0.5
-0.4933993518352508544921875,-0.5,-0.5
-0.4932993352413177490234375,-0.5,-0.5
-0.4931993186473846435546875,-0.5,-0.5
-0.4930993020534515380859375,-0.5,-0.5
-0.4929992854595184326171875,-0.5,-0.5
-0.49289929866790771484375,-0.5,-0.5
-0.492799282073974609375,-0.5,-0.5
-0.49269926548004150390625,-0.5,-0.5
-0.4925992488861083984375,-0.5,-0.5
-0.4924992620944976806640625,-0.5,-0.5
-0.4923992455005645751953125,-0.5,-0.5
-0.4922992289066314697265625,-0.5,-0.5
-0.4921992123126983642578125,-0.5,-0.5
-0.4920991957187652587890625,-0.5,-0.5
-0.491999208927154541015625,-0.5,-0.5
-0.491899192333221435546875,-0.5,-0.5
-0.491799175739288330078125,-0.5,-0.5
-0.491699159145355224609375,-0.5,-0.5
-0.4915991723537445068359375,-0.5,-0.5
-0.4914991557598114013671875,-0.5,-0.5
-0.4913991391658782958984375,-0.5,-0.5
-0.4912991225719451904296875,-0.5,-0.5
-0.4911991059780120849609375,-0.5,-0.5
-0.4910991191864013671875,-0.5,-0.5
-0.49099910259246826171875,-0.5,-0.5
-0.49089908599853515625,-0.5,-0.5
-0.49079906940460205078125,-0.5,-0.5
-0.4906990826129913330078125,-0.5,-0.5
-0.4905990660190582275390625,-0.5,-0.5
-0.4904990494251251220703125,-0.5,-0.5
-0.4903990328311920166015625,-0.5,-0.5
-0.4902990162372589111328125,-0.5,-0.5
