pid, x, y, z, vx, vy, vz, mass, rho, pressure, internal energy, sound speed, hsml
0,-0.500006139278411865234375, -0.5, -0.5, -0.022729299962520599365234375, 0, 0, 0.010101010091602802276611328125, 0.533065617084503173828125, 0.533026635646820068359375, 2.499796390533447265625, 0.999963462352752685546875, 0.03789781033992767333984375
1,-0.489902436733245849609375, -0.5, -0.5, -0.0129394717514514923095703125, 0, 0, 0.010101010091602802276611328125, 0.79962646961212158203125, 0.799577295780181884765625, 2.4998285770416259765625, 0.9999692440032958984375, 0.02526432089507579803466796875
2,-0.47979962825775146484375, -0.5, -0.5, -0.0061126365326344966888427734375, 0, 0, 0.010101010091602802276611328125, 1.0258119106292724609375, 1.02576351165771484375, 2.499867916107177734375, 0.9999763965606689453125, 0.01969368755817413330078125
3,-0.4696972072124481201171875, -0.5, -0.5, -0.00093254330568015575408935546875, 0, 0, 0.010101010091602802276611328125, 1.0750598907470703125, 1.07502901554107666015625, 2.499919414520263671875, 0.999985635280609130859375, 0.0187915302813053131103515625
4,-0.4595956504344940185546875, -0.5, -0.5, 0.001184095279313623905181884765625, 0, 0, 0.010101010091602802276611328125, 1.014520168304443359375, 1.0145127773284912109375, 2.499979496002197265625, 0.999996364116668701171875, 0.01991288177669048309326171875
5,-0.4494948685169219970703125, -0.5, -0.5, 0.000468893558718264102935791015625, 0, 0, 0.010101010091602802276611328125, 0.992000520229339599609375, 0.9920027256011962890625, 2.50000667572021484375, 1.00000107288360595703125, 0.0203649289906024932861328125
6,-0.439393937587738037109375, -0.5, -0.5, -5.35480576218105852603912353515625e-05, 0, 0, 0.010101010091602802276611328125, 0.994703769683837890625, 0.9947054386138916015625, 2.5000050067901611328125, 1.00000083446502685546875, 0.02030958421528339385986328125
7,-0.4292929172515869140625, -0.5, -0.5, -9.1547597548924386501312255859375e-05, 0, 0, 0.010101010091602802276611328125, 0.999847233295440673828125, 0.9998471736907958984375, 2.5, 0.999999940395355224609375, 0.0202051065862178802490234375
8,-0.4191919267177581787109375, -0.5, -0.5, -1.9082372091361321508884429931640625e-05, 0, 0, 0.010101010091602802276611328125, 1.00095379352569580078125, 1.00095367431640625, 2.5, 0.999999940395355224609375, 0.0201827697455883026123046875
9,-0.4090909063816070556640625, -0.5, -0.5, 9.115303328144364058971405029296875e-06, 0, 0, 0.010101010091602802276611328125, 1.00033390522003173828125, 1.0003337860107421875, 2.5, 0.999999940395355224609375, 0.02019527740776538848876953125
10,-0.3989899158477783203125, -0.5, -0.5, 5.84714825890841893851757049560546875e-06, 0, 0, 0.010101010091602802276611328125, 0.999926507472991943359375, 0.99992644786834716796875, 2.5, 0.999999940395355224609375, 0.0202035047113895416259765625
11,-0.388888895511627197265625, -0.5, -0.5, 3.145383971059345640242099761962890625e-07, 0, 0, 0.010101010091602802276611328125, 0.9999139308929443359375, 0.999913871288299560546875, 2.5, 0.999999940395355224609375, 0.02020375989377498626708984375
12,-0.37878787517547607421875, -0.5, -0.5, -8.28875499792047776281833648681640625e-07, 0, 0, 0.010101010091602802276611328125, 0.99998581409454345703125, 0.999985754489898681640625, 2.5, 0.999999940395355224609375, 0.02020230703055858612060546875
13,-0.368686854839324951171875, -0.5, -0.5, -3.154503929181373678147792816162109375e-07, 0, 0, 0.010101010091602802276611328125, 1.000011444091796875, 1.00001132488250732421875, 2.5, 0.999999940395355224609375, 0.02020178921520709991455078125
14,-0.3585858643054962158203125, -0.5, -0.5, 2.358004991265261196531355381011962890625e-08, 0, 0, 0.010101010091602802276611328125, 1.00000655651092529296875, 1.0000064373016357421875, 2.5, 0.999999940395355224609375, 0.0202018879354000091552734375
15,-0.3484848439693450927734375, -0.5, -0.5, 6.472139801871890085749328136444091796875e-08, 0, 0, 0.010101010091602802276611328125, 1.000000476837158203125, 1.00000035762786865234375, 2.5, 0.999999940395355224609375, 0.0202020108699798583984375
