x, y, z, vx, vy, vz, mass, rho, pressure, internal energy, sound speed, hsml
-0.63039524357385757, -0.5, -0.5, -2.2266266033132704, 0, 0, 0.010101010101010102, 0.12331528262760291, 0.066345008053012008, 1.3448684583143382, 0.73349249449305143, 0.16382414062195225
-0.57799698070746797, -0.5, -0.5, -1.5694587442264749, 0, 0, 0.010101010101010102, 0.21147651851955335, 0.12082180462201846, 1.4281607091642547, 0.75586038267271527, 0.095528431919746692
-0.53958654903762493, -0.5, -0.5, -1.1785915279376973, 0, 0, 0.010101010101010102, 0.31934253021899545, 0.19872797587457444, 1.5556182054128067, 0.78886215847529007, 0.063261289337709789
-0.51075010126736908, -0.5, -0.5, -0.94965589617622492, 0, 0, 0.010101010101010102, 0.42274226881694843, 0.29086198508484973, 1.7199485252551854, 0.82947947657239662, 0.047788029946841858
-0.48851953799486009, -0.5, -0.5, -0.77184377527569126, 0, 0, 0.010101010101010102, 0.50775423602795056, 0.38159597230970893, 1.87868538580345, 0.86691219729099978, 0.039787004752645995
-0.46989542165023096, -0.5, -0.5, -0.61003444064381196, 0, 0, 0.010101010101010102, 0.57904570961867563, 0.46209423182889253, 1.9949079483821599, 0.89332368686577568, 0.03488847230268579
-0.45302483820780637, -0.5, -0.5, -0.4814328597091006, 0, 0, 0.010101010101010102, 0.65129430701099866, 0.5458364338195717, 2.0950454427275589, 0.91546684315371818, 0.031018266219359176
-0.43829826334706329, -0.5, -0.5, -0.38056741286273732, 0, 0, 0.010101010101010102, 0.72302854529017602, 0.63464192893937899, 2.1942296138669883, 0.93688580483280004, 0.027940833503208983
-0.42510478825827269, -0.5, -0.5, -0.28196917540670779, 0, 0, 0.010101010101010102, 0.78642466676497991, 0.71307494558421691, 2.2666653473677685, 0.95222378497906235, 0.02568843661163734
-0.41253655179488447, -0.5, -0.5, -0.19390711268860059, 0, 0, 0.010101010101010102, 0.84324832891996593, 0.78466057811045231, 2.3261622666791255, 0.96463534849808708, 0.023957379468388617
-0.40085350285062948, -0.5, -0.5, -0.13201645188283712, 0, 0, 0.010101010101010102, 0.8946908063816077, 0.85443574845071268, 2.3874009405888645, 0.97724446169898571, 0.022579890234619829
