pid, x, y, z, vx, vy, vz, mass, rho, pressure, internal energy, sound speed, hsml
0,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, nan, -nan, 0, inf
1,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, nan, -nan, 0, inf
2,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, nan, -nan, 0, inf
3,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, -nan, nan, 0, inf
4,-0.49992275238037109375, -0.5, -0.5, -4.2930660247802734375, 0, 0, 0.010101010091602802276611328125, 0.005277189426124095916748046875, 0.00332607165910303592681884765625, 1.572003841400146484375, 0.793897569179534912109375, 3.828177928924560546875
5,-0.4721393585205078125, -0.5, -0.5, -1.00566565990447998046875, 0, 0, 0.010101010091602802276611328125, 0.25869071483612060546875, 0.19137261807918548583984375, 1.84865665435791015625, 0.860101044178009033203125, 0.07809333503246307373046875
6,-0.452293574810028076171875, -0.5, -0.5, -0.60269725322723388671875, 0, 0, 0.010101010091602802276611328125, 0.48814356327056884765625, 0.3951216042041778564453125, 2.022979259490966796875, 0.899687349796295166015625, 0.0413854084908962249755859375
7,-0.437174737453460693359375, -0.5, -0.5, -0.3974284231662750244140625, 0, 0, 0.010101010091602802276611328125, 0.727830350399017333984375, 0.63481998443603515625, 2.1799983978271484375, 0.933921158313751220703125, 0.02775649540126323699951171875
8,-0.42410147190093994140625, -0.5, -0.5, -0.265988528728485107421875, 0, 0, 0.010101010091602802276611328125, 0.8063232898712158203125, 0.734398901462554931640625, 2.276592731475830078125, 0.954358160495758056640625, 0.025054492056369781494140625
9,-0.411754190921783447265625, -0.5, -0.5, -0.17097811400890350341796875, 0, 0, 0.010101010091602802276611328125, 0.849306285381317138671875, 0.796284019947052001953125, 2.34361934661865234375, 0.9682819843292236328125, 0.0237864963710308074951171875
10,-0.4003323018550872802734375, -0.5, -0.5, -0.1087181270122528076171875, 0, 0, 0.010101010091602802276611328125, 0.911827743053436279296875, 0.877885282039642333984375, 2.406707763671875, 0.981211185455322265625, 0.0221555233001708984375
11,-0.3895985186100006103515625, -0.5, -0.5, -0.06561522185802459716796875, 0, 0, 0.010101010091602802276611328125, 0.952833592891693115234375, 0.93310892581939697265625, 2.448071956634521484375, 0.989595353603363037109375, 0.02120204456150531768798828125
12,-0.379116475582122802734375, -0.5, -0.5, -0.032622717320919036865234375, 0, 0, 0.010101010091602802276611328125, 0.97604453563690185546875, 0.964300930500030517578125, 2.469799518585205078125, 0.9939658641815185546875, 0.02069784700870513916015625
13,-0.368790924549102783203125, -0.5, -0.5, -0.014113656245172023773193359375, 0, 0, 0.010101010091602802276611328125, 0.987902164459228515625, 0.9819087982177734375, 2.484766483306884765625, 0.996962010860443115234375, 0.02044941298663616180419921875
14,-0.358617961406707763671875, -0.5, -0.5, -0.0063877911306917667388916015625, 0, 0, 0.010101010091602802276611328125, 0.995259344577789306640625, 0.9930450916290283203125, 2.49440670013427734375, 0.998887002468109130859375, 0.0202982462942600250244140625
15,-0.34850060939788818359375, -0.5, -0.5, -0.00271627190522849559783935546875, 0, 0, 0.010101010091602802276611328125, 0.998947620391845703125, 0.998246371746063232421875, 2.49822998046875, 0.99964892864227294921875, 0.02022330276668071746826171875
16,-0.3383878767490386962890625, -0.5, -0.5, -0.000714287976734340190887451171875, 0, 0, 0.010101010091602802276611328125, 0.9998838901519775390625, 0.9995787143707275390625, 2.499229907989501953125, 0.999847352504730224609375, 0.020204365253448486328125
17,-0.328282833099365234375, -0.5, -0.5, -5.7064113207161426544189453125e-05, 0, 0, 0.010101010091602802276611328125, 0.99990475177764892578125, 0.999778807163238525390625, 2.499682903289794921875, 0.999936997890472412109375, 0.0202039442956447601318359375
18,-0.318181812763214111328125, -0.5, -0.5, -1.6924280998864560388028621673583984375e-06, 0, 0, 0.010101010091602802276611328125, 0.9999392032623291015625, 0.999932110309600830078125, 2.49998188018798828125, 0.9999964237213134765625, 0.02020324766635894775390625
19,-0.30808079242706298828125, -0.5, -0.5, -1.4520061085931956768035888671875e-05, 0, 0, 0.010101010091602802276611328125, 0.9999983310699462890625, 0.999998271465301513671875, 2.5, 0.999999940395355224609375, 0.02020205371081829071044921875
20,-0.2979798018932342529296875, -0.5, -0.5, -1.2109007002436555922031402587890625e-05, 0, 0, 0.010101010091602802276611328125, 1.00001204013824462890625, 1.000011920928955078125, 2.5, 0.999999940395355224609375, 0.0202017761766910552978515625
21,-0.2878787815570831298828125, -0.5, -0.5, -7.6728616704713203944265842437744140625e-07, 0, 0, 0.010101010091602802276611328125, 1.000004291534423828125, 1.00000417232513427734375, 2.5, 0.999999940395355224609375, 0.0202019326388835906982421875
22,-0.27777779102325439453125, -0.5, -0.5, 3.551122745193424634635448455810546875e-06, 0, 0, 0.010101010091602802276611328125, 0.99999904632568359375, 0.999998986721038818359375, 2.5, 0.999999940395355224609375, 0.02020203880965709686279296875
23,-0.267676770687103271484375, -0.5, -0.5, 1.2453920135158114135265350341796875e-06, 0, 0, 0.010101010091602802276611328125, 0.999998748302459716796875, 0.99999868869781494140625, 2.5, 0.999999940395355224609375, 0.02020204626023769378662109375
24,-0.2575757503509521484375, -0.5, -0.5, -5.84204144615796394646167755126953125e-07, 0, 0, 0.010101010091602802276611328125, 0.9999997615814208984375, 0.999999701976776123046875, 2.5, 0.999999940395355224609375, 0.02020202577114105224609375
25,-0.2474747598171234130859375, -0.5, -0.5, 8.7006100102371419779956340789794921875e-08, 0, 0, 0.010101010091602802276611328125, 1.00000011920928955078125, 1, 2.5, 0.999999940395355224609375, 0.020202018320560455322265625
26,-0.2373737394809722900390625, -0.5, -0.5, -2.8365750637249220744706690311431884765625e-08, 0, 0, 0.010101010091602802276611328125, 0.99999988079071044921875, 0.999999821186065673828125, 2.5, 0.999999940395355224609375, 0.0202020220458507537841796875
27,-0.2272727191448211669921875, -0.5, -0.5, -3.12269634150652564130723476409912109375e-07, 0, 0, 0.010101010091602802276611328125, 1, 0.999999940395355224609375, 2.5, 0.999999940395355224609375, 0.02020202018320560455322265625
