pid, x, y, z, vx, vy, vz, mass, rho, pressure, internal energy, sound speed, hsml
0,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, -nan, nan, 0, inf
1,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, -nan, nan, 0, inf
2,-nan, -nan, -nan, -nan, -nan, -nan, 0.010101010091602802276611328125, 0, -nan, nan, 0, inf
3,-0.538673698902130126953125, -0.5, -0.5, -7.381023883819580078125, 0, 0, 0.010101010091602802276611328125, 8.898210278107521736538212764013782221650394888001756044104695320129395e-23, 4.854361287638795760182996898095372957648852008105677668936550617218018e-23, 1.3638589382171630859375, 0.73860919475555419921875, 227034637582257356800
4,-0.485278069972991943359375, -0.5, -0.5, -1.18672263622283935546875, 0, 0, 0.010101010091602802276611328125, 0.2379520833492279052734375, 0.17028276622295379638671875, 1.788276195526123046875, 0.845942020416259765625, 0.08489952981472015380859375
5,-0.465281784534454345703125, -0.5, -0.5, -0.73411953449249267578125, 0, 0, 0.010101010091602802276611328125, 0.4438793659210205078125, 0.34897816181182861328125, 1.9647948741912841796875, 0.886679470539093017578125, 0.0455124117434024810791015625
6,-0.4481511414051055908203125, -0.5, -0.5, -0.4454540312290191650390625, 0, 0, 0.010101010091602802276611328125, 0.689451873302459716796875, 0.5839455127716064453125, 2.1168498992919921875, 0.92031013965606689453125, 0.02930156700313091278076171875
7,-0.4344007670879364013671875, -0.5, -0.5, -0.2996529638767242431640625, 0, 0, 0.010101010091602802276611328125, 0.78654015064239501953125, 0.709980070590972900390625, 2.256214618682861328125, 0.9500854015350341796875, 0.02568466402590274810791015625
8,-0.4222486317157745361328125, -0.5, -0.5, -0.19660218060016632080078125, 0, 0, 0.010101010091602802276611328125, 0.8404099941253662109375, 0.78574085235595703125, 2.33701801300048828125, 0.966927826404571533203125, 0.02403829060494899749755859375
9,-0.410602569580078125, -0.5, -0.5, -0.115530289709568023681640625, 0, 0, 0.010101010091602802276611328125, 0.9036099910736083984375, 0.86405909061431884765625, 2.3903045654296875, 0.977870166301727294921875, 0.0223570130765438079833984375
10,-0.3996303379535675048828125, -0.5, -0.5, -0.06648184359073638916015625, 0, 0, 0.010101010091602802276611328125, 0.946597158908843994140625, 0.92402303218841552734375, 2.4401988983154296875, 0.988004207611083984375, 0.0213417299091815948486328125
11,-0.3891910612583160400390625, -0.5, -0.5, -0.03709693253040313720703125, 0, 0, 0.010101010091602802276611328125, 0.975465953350067138671875, 0.964679539203643798828125, 2.472233295440673828125, 0.994455754756927490234375, 0.02071012370288372039794921875
12,-0.37892591953277587890625, -0.5, -0.5, -0.01622940041124820709228515625, 0, 0, 0.010101010091602802276611328125, 0.98966419696807861328125, 0.98409163951873779296875, 2.485845088958740234375, 0.997180640697479248046875, 0.02041300572454929351806640625
13,-0.36871826648712158203125, -0.5, -0.5, -0.005069020204246044158935546875, 0, 0, 0.010101010091602802276611328125, 0.99544608592987060546875, 0.99270856380462646484375, 2.49308681488037109375, 0.998624026775360107421875, 0.0202944390475749969482421875
14,-0.3585881292819976806640625, -0.5, -0.5, -0.001648418023250997066497802734375, 0, 0, 0.010101010091602802276611328125, 0.998359143733978271484375, 0.997506916522979736328125, 2.497852802276611328125, 0.99957311153411865234375, 0.02023522369563579559326171875
15,-0.3484875261783599853515625, -0.5, -0.5, -0.000803493778221309185028076171875, 0, 0, 0.010101010091602802276611328125, 0.999883234500885009765625, 0.999767005443572998046875, 2.49970531463623046875, 0.999941885471343994140625, 0.02020438015460968017578125
16,-0.338383853435516357421875, -0.5, -0.5, -0.00025632648612372577190399169921875, 0, 0, 0.010101010091602802276611328125, 1.0001928806304931640625, 1.00015962123870849609375, 2.49991512298583984375, 0.999983370304107666015625, 0.02019812352955341339111328125
17,-0.328282833099365234375, -0.5, -0.5, 4.0981258280226029455661773681640625e-06, 0, 0, 0.010101010091602802276611328125, 1.00005543231964111328125, 1.0000202655792236328125, 2.49991130828857421875, 0.999982416629791259765625, 0.020200900733470916748046875
18,-0.318181812763214111328125, -0.5, -0.5, 2.7203206627746112644672393798828125e-05, 0, 0, 0.010101010091602802276611328125, 0.999977886676788330078125, 0.9999778270721435546875, 2.5, 0.999999940395355224609375, 0.02020246721804141998291015625
19,-0.30808079242706298828125, -0.5, -0.5, 4.777453796123154461383819580078125e-06, 0, 0, 0.010101010091602802276611328125, 0.999983310699462890625, 0.999983251094818115234375, 2.5, 0.999999940395355224609375, 0.0202023573219776153564453125
20,-0.2979798018932342529296875, -0.5, -0.5, -5.08164475832018069922924041748046875e-06, 0, 0, 0.010101010091602802276611328125, 0.999999105930328369140625, 0.99999904632568359375, 2.5, 0.999999940395355224609375, 0.02020203880965709686279296875
21,-0.2878787815570831298828125, -0.5, -0.5, -1.4413432154469774104654788970947265625e-06, 0, 0, 0.010101010091602802276611328125, 1.000003337860107421875, 1.00000321865081787109375, 2.5, 0.999999940395355224609375, 0.02020195312798023223876953125
22,-0.27777779102325439453125, -0.5, -0.5, 1.930632379298913292586803436279296875e-06, 0, 0, 0.010101010091602802276611328125, 1.00000131130218505859375, 1.0000011920928955078125, 2.5, 0.999999940395355224609375, 0.02020199410617351531982421875
23,-0.267676770687103271484375, -0.5, -0.5, 8.470643706459668464958667755126953125e-07, 0, 0, 0.010101010091602802276611328125, 0.99999964237213134765625, 0.999999582767486572265625, 2.5, 0.999999940395355224609375, 0.02020202763378620147705078125
24,-0.2575757503509521484375, -0.5, -0.5, -3.92191935816299519501626491546630859375e-07, 0, 0, 0.010101010091602802276611328125, 0.9999997615814208984375, 0.999999701976776123046875, 2.5, 0.999999940395355224609375, 0.02020202577114105224609375
25,-0.2474747598171234130859375, -0.5, -0.5, 1.6818495396364596672356128692626953125e-07, 0, 0, 0.010101010091602802276611328125, 1, 0.999999940395355224609375, 2.5, 0.999999940395355224609375, 0.02020202018320560455322265625
26,-0.2373737394809722900390625, -0.5, -0.5, -1.7742632252293333294801414012908935546875e-08, 0, 0, 0.010101010091602802276611328125, 0.99999988079071044921875, 0.999999821186065673828125, 2.5, 0.999999940395355224609375, 0.0202020220458507537841796875
