18859551220,1
0,5
0,3
0,2
0,4
0,0
0,5
0,3
0,2
0,4
0,1
0,5
0,0
0,3
0,4
0,1
0,5
0,2
0,6
0,4
0,3
0,5
0,2
0,6
0,1
0,8
0,4
0,7
0,6
0,3
0,8
0,4
0,7
0,5
0,9
0,8
0,9
0,10
0,5
0,6
0,7
0,9
0,10
0,11
0,6
0,8
0,10
0,7
0,11
0,12
0,8
0,9
0,7
0,11
0,12
0,8
0,10
0,13
0,12
0,9
0,14
0,10
0,13
0,11
0,9
0,14
0,10
0,11
0,12
0,15
0,16
0,13
0,11
0,12
0,15
0,16
0,13
0,17
0,12
0,14
0,19
0,18
0,15
0,17
0,14
0,20
0,19
0,16
0,15
0,18
0,17
0,20
0,19
0,21
0,16
0,20
0,17
0,21
0,18
1,18
1,19
1,22
1,21
1,23
1,24
1,20
1,19
1,22
1,23
1,24
1,20
1,19
1,21
1,23
1,24
1,25
1,22
1,21
1,20
1,23
1,26
1,22
1,27
1,25
1,24
1,26
1,28
1,27
1,23
1,24
1,25
1,28
1,27
1,23
1,24
1,26
1,25
1,28
1,29
1,26
1,25
1,27
1,30
1,31
1,26
1,28
1,30
1,27
1,29
1,28
1,32
1,31
1,33
1,30
1,29
1,32
1,34
1,33
1,34
1,30
1,31
1,29
1,30
1,34
1,32
1,31
1,35
1,33
1,32
1,31
1,36
1,37
1,33
1,34
1,32
1,37
1,38
1,33
1,35
1,34
1,36
1,40
1,38
1,39
1,35
1,36
1,37
1,35
1,40
1,39
1,40
1,38
1,37
1,36
1,41
2,42
2,37
2,38
2,39
2,41
2,42
2,38
2,43
2,40
2,39
2,43
2,44
2,45
2,40
2,41
2,45
2,42
2,46
2,44
2,41
2,46
2,45
2,43
2,42
2,47
2,43
2,47
2,46
2,44
2,42
2,44
2,45
2,43
2,47
2,48
2,46
2,49
2,48
2,50
2,45
2,49
2,46
2,47
2,50
2,51
2,48
2,52
2,47
2,50
2,51
2,48
2,49
2,52
2,47
2,51
2,48
2,49
2,52
2,53
2,50
2,54
2,49
2,53
2,50
2,51
2,54
2,55
2,52
2,50
2,51
2,56
2,55
2,52
2,53
2,51
2,56
2,57
2,58
2,54
2,53
2,54
2,57
2,53
2,58
2,55
2,59
2,56
2,55
2,58
2,60
2,56
2,57
2,55
2,59
2,60
2,62
2,57
2,61
2,58
2,60
3,62
3,57
3,58
3,59
3,61
3,60
3,62
3,58
3,59
3,63
3,59
3,61
3,60
3,64
3,63
3,61
3,62
3,66
3,64
3,65
3,63
3,62
3,66
3,67
3,65
3,67
3,64
3,66
3,63
3,68
3,67
3,69
3,65
3,64
3,68
3,69
3,66
3,70
3,65
3,67
3,69
3,66
3,70
3,65
3,67
3,66
3,71
3,70
3,68
3,67
3,71
3,72
3,69
3,68
3,69
3,72
3,70
3,73
3,75
3,71
3,70
3,74
3,71
3,75
3,72
3,70
3,74
3,71
3,76
3,72
3,75
3,73
3,74
3,73
3,77
3,76
3,72
3,77
3,78
3,75
3,74
3,73
3,79
3,78
3,80
3,76
3,75
3,77
3,79
3,75
3,76
3,80
3,81
3,80
3,78
3,77
3,82
4,81
4,78
4,83
4,79
4,82
4,84
4,83
4,80
4,79
4,82
4,84
4,83
4,80
4,85
4,81
4,84
4,80
4,85
4,82
4,85
4,83
4,86
4,87
4,82
4,84
4,83
4,86
4,87
4,82
4,84
4,89
4,88
4,87
4,85
4,89
4,88
4,84
4,86
4,90
4,89
4,87
4,86
4,91
4,90
4,88
4,87
4,92
4,91
4,89
4,88
4,87
4,92
4,91
4,90
4,89
4,88
4,93
4,92
4,90
4,89
4,94
4,93
4,91
4,90
4,94
4,95
4,91
4,92
4,96
4,95
4,93
4,91
4,92
4,97
4,94
4,93
4,96
4,92
4,94
4,95
4,93
4,97
4,98
4,94
4,95
4,98
4,96
4,99
4,94
4,95
4,99
4,97
4,96
4,94
4,95
4,98
4,97
4,96
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
